Name,x,y
[1],(384, 0),(510, 128)

[1],(384, 0),(510, 128)
[1, 2],(384, 0),(510, 128)
[1],(384, 0),(510, 128)
[1],(384, 0),(510, 128)
[1],(384, 0),(510, 128)
[1],(384, 0),(510, 128)
[1],(384, 0),(510, 128)
[1],(384, 0),(510, 128)
[1],(384, 0),(510, 128)
